KEYCLI|CLIE_CODIGO|NOMBRE
520053455|900075746|SEAT S.A.
530053455|900075747|SEAT S.A.
600053455|900075748|SEAT S.A.
610053455|900075749|SEAT S.A.
680057851|900075750|LORENZO JIMENEZ E HIJO LTDA
690056987|900075751|COMERCIAL ROMANA SPA
520058432|900075752|SOBRE SANTIAGO COMUNICACIONE
540058432|900075753|SOBRE SANTIAGO COMUNICACIONE
300054668|900075754|VALVERDE NORAMBUENA SPA
750057023|900075755|SAMSUNG SDS GLOBAL SCL CHILE L TDA
001057776|900075756|SERV LOGISTICOS DE CARGA SCL L TDA
240055272|900075757|TAMY SPA
001045649|900075758|SERV. ASESORIAS Y SOLUCIONES FINANCIERA
730003894|900075759|TERRAMATER SA
740055272|900075760|TAMY SPA
280057839|900075761|REPRESENTACIONES BURG SPA
650053482|900075765|ELAB Y COM CLEAN AIR LTDA
220054086|900075766|MANUFACTURAS ELEC. DIGITALESY COMPUTACIO
001055778|900075768|DISTRIB LIBRERY ELBA ESPARZA E IRL
780058048|900075769|COMERCIALIZADORA WAY SPA
780057023|900075770|SAMSUNG SDS GLOBAL SCL CHILE L TDA
001029138|900075771|MOVIMIENTO SPA
001210000|900075772|TRICOT S.A.
540055947|900075773|NEUMANN S.A.
690053856|900075774|CREACIONES MELODY LTDA
610163090|900075775|MAQUINAS Y HERRAMIENTAS BLACK  DECKER CH
720478800|900075778|CHEMIE S.A.
500058237|900075779|DEL CARPIO ANALISIS Y ASESORIA S LTDA
500057905|900075780|CNP SPA
530055417|900075781|RENTOKIL INITIAL CHILE SPA
720158160|900075782|GAMA CHILE S.A.
280057539|900075784|SERV DE REFRIGERACION Y AIRE A COND SPA
220057540|900075785|CANIO BASILIO Y CIA LTDA
001021434|900075786|INVERSIONES Y SERV.COM. TRANS WARRANTS 
260057541|900075787|SERV DE INGENIERIA ELECTRICA L TDA
710055260|900075788|IMPAC S.A.
780056055|900075790|SEA FLAVORS SOCIEDAD ANONIMA
600873100|900075793|AC MARCA CHILE LTDA
770056060|900075794|INGENIERIA Y CONSTRUCCION PROY ECTA LTD
001056069|900075795|BEAUTY BRANDS CHILE SPA
290058260|900075796|BRIGHTSTAR CORP CHILE LTDA
280058260|900075797|BRIGHTSTAR CORP CHILE LTDA
260058260|900075798|BRIGHTSTAR CORP CHILE LTDA
240058260|900075799|BRIGHTSTAR CORP CHILE LTDA
293000067|900075800|TERMINAL AGROPECUARIO IQUIQUE
240054532|900075801|EQUIPOS Y SERVICIOS TREX SPA
001058339|900075802|DE LA CERDA Y COMPANIA LIMITAD A
650054961|900075803|DROGUERIA GLOBAL PHARMA SPA
800057289|900075804|BIOMEDIKA SPA
500057289|900075805|BIOMEDIKA SPA
653000094|900075806|LABORATORIO CHILE MARKETING MARATHON
280055684|900075807|IMPORTADORA MEGA MARKET LTDA.
740052822|900075809|C CRAMER PROD AROMATI. S.A.C.I
730165990|900075810|REUTTER S A
220155480|900075813|ETHON PHARMACEUTICALS SPA
200155480|900075814|ETHON PHARMACEUTICALS SPA
620155480|900075815|ETHON PHARMACEUTICALS SPA
720155480|900075816|ETHON PHARMACEUTICALS SPA
800155480|900075817|ETHON PHARMACEUTICALS SPA
780056287|900075818|SOC VINICOLA MIGUEL TORRES SA
300058275|900075820|BIENESTAR SOCIAL DEL EJERCITO
800057023|900075821|SAMSUNG SDS GLOBAL SCL CHILE L TDA
820954487|900075822|CNB-DIFEM LABORATORIOS
780053781|900075823|GKD LATAM S.A.
820053781|900075824|GKD LATAM S.A.
770052385|900075825|SOCIEDAD COMERCIAL A M W LTDA
750031203|900075826|PRODUCTORA GRAFICA ANDROS LTDA
260031203|900075827|PRODUCTORA GRAFICA ANDROS LTDA
810031203|900075828|PRODUCTORA GRAFICA ANDROS LTDA
780031203|900075829|PRODUCTORA GRAFICA ANDROS LTDA
820031203|900075830|PRODUCTORA GRAFICA ANDROS LTDA
300031203|900075831|PRODUCTORA GRAFICA ANDROS LTDA
780058027|900075832|LABORATORIO PASTEUR SA
710058432|900075833|SOBRE SANTIAGO COMUNICACIONE
720058432|900075834|SOBRE SANTIAGO COMUNICACIONE
730058432|900075835|SOBRE SANTIAGO COMUNICACIONE
300165390|900075836|COSMOPLAS S.A.
750055521|900075837|MATRIZ IDEAS S.A.
260055894|900075841|COMERCIAL OA SAFETY LTDA.
660353000|900075842|LABORATORIO VALMA LIMITAD
001058271|900075844|BT COMERCIAL SPA
500057721|900075845|COMERCIAL FOCS PARTS LTDA
240055117|900075846|LIPPI S.A.
710492600|900075847|XIMENA POLANCO G.
610055001|900075848|COMERCIAL HOFFMANN S.A.
001954622|900075849|CNB-LABORATORIOS DENTAID S.A.
690056056|900075850|PRODITEC PROVEEDORES INDUSTRIA LES SPA
220046106|900075851|IMPORTADORA EQUISPORT LIMITADA
780056062|900075852|SERVICIOS PROFESIONALES MERITU S SUR SP
001057864|900075853|DISENOS RAMOS HERRERA Y CIA LT DA
001058287|900075854|TNT EXPRESS MALTA
730057574|900075855|LUXYPHARM SPA
690051258|900075856|AGRICOLA CRAN CHILE LTDA
290053972|900075857|COMERCIALIZADORA RDL LIMITADA
290040173|900075858|COMERCIAL INK  PAPER LTDA
001055656|900075859|OBRAZ ARTE DISENO Y PRODUCCION LTDA
280055335|900075860|REPRESENTACIONES BURG SA
220055115|900075861|EDINA DISTRIBUCION Y LOGISTICA SPA
780058013|900075862|DROGUERIA SOLOSUR SPA
750058284|900075863|COMERCIAL SINSEF LIMITADA
001058284|900075864|COMERCIAL SINSEF LIMITADA
500057041|900075865|TRANSARELLANO LTDA.
001057545|900075866|LUBRIMED SPA
001057546|900075868|COMERCIAL E INDUSTRIAL SILFA S .A
001057547|900075869|ESP EN ESTERILIZACION Y ENVASE CHILE SA
001057548|900075870|ACCIONA FORWARDING CHILE SA
260057549|900075871|CT SOLUCIONES LIMITADA
001058437|900075872|DISTRIBUIDORA SICMAFARMA CNB DIRECTO
780053898|900075873|RPI PRODUCTOS INDUSTRIALES SA
770056983|900075874|IMPORT MARITIMAS E INDUSTRIALE S SPA
780056983|900075875|IMPORT MARITIMAS E INDUSTRIALE S SPA
800056983|900075876|IMPORT MARITIMAS E INDUSTRIALE S SPA
810056983|900075877|IMPORT MARITIMAS E INDUSTRIALE S SPA
713000068|900075878|CBS INGENIERIA Y PROYECTOS SPA
723000068|900075879|CBS INGENIERIA Y PROYECTOS SPA
733000068|900075880|CBS INGENIERIA Y PROYECTOS SPA
743000068|900075881|CBS INGENIERIA Y PROYECTOS SPA
753000068|900075882|CBS INGENIERIA Y PROYECTOS SPA
773000068|900075883|CBS INGENIERIA Y PROYECTOS SPA
720054547|900075884|COMERCIALIZADORA ABASTECHILE L TDA
750055270|900075885|AGRIC Y GANAD SAN VICENTE DE M ENETUE S
001057569|900075886|SOC COM RAMIREZ LEANO Y CIA LT DA
680057028|900075889|MEDINOVA LTDA
690057028|900075890|MEDINOVA LTDA
650055272|900075891|TAMY SPA
680055272|900075892|TAMY SPA
260055272|900075893|TAMY SPA
001055736|900075894|NUTRANDES SPA
500177290|900075895|OLLER Y CIA LTDA
650051956|900075897|FACTOR VISUAL PUBLICIDAD LIMIT ADA
260707900|900075898|LABORATORIO MAVER S.A.
280053008|900075899|SABORES DEL CASTILLO SPA
810052956|900075900|CENTRO VETERINARIO Y AGRICOLA LTDA.
690058021|900075901|COMERCIAL SEROTRADE CHILE LTDA
740048965|900075903|MASTER MARTINI CHILE SPA
600055232|900075904|KYOCERA DOCUMENT SOLUTIONS CHI LE SPA
300055971|900075907|SERVICIO NACIONAL DE MENORES
260055978|900075909|SERV. INTEGRALES ROSA ARANDA P RADO EIR
260055099|900075910|LUCAS BLANDFORD MAQUINARIAS SP A
740174100|900075911|EWOS CHILE ALIMENTOS LIMITADA
240055215|900075912|REGAZA SPA
750058295|900075913|CORP CULTURAL DOCUMENTAL CULDO C
200055658|900075914|TRANSPORTES Y MAQUINARIA LA VA RA LTDA
001056033|900075915|OSEZNO MEDIA SERV PUBLICI Y DE COMU SPA
001056037|900075916|CORP TECNICA DE FLUIDOS SA
600641800|900075919|PRATER LABORATORIOS S.A.  CON SUMO
300055100|900075920|OFICINA NACIONAL DE EMERGENCIA
220157330|900075921|CEPAS CHILE SA
710156490|900075922|SOCIEDAD EDUCACIONAL DEL MAULE S.A.
770051800|900075923|IMP,DIST Y COMERCIALIZADORA C ASABELLA L
690206700|900075924|COOPERATIVA AGRICOLA Y DE SERV ICIOS LT
001954623|900075925|CNB-LABORATORIO DEUTSCHE PHARMA S.A.
200176290|900075926|DISTRIBUIDORA CM LTDA
001056061|900075927|FARMACIAS AHUMADA S.A.
770055001|900075928|COMERCIAL HOFFMANN S.A.
001056025|900075929|COLMENARES SANTA INES S.A.
001056940|900075930|EMPRESA LIPIGAS S.A
230058260|900075932|BRIGHTSTAR CORP CHILE LTDA
220058260|900075933|BRIGHTSTAR CORP CHILE LTDA
300054265|900075934|CELLSTAR CHILE S.A. PROMOCIONES
290054265|900075935|CELLSTAR CHILE S.A. PROMOCIONES
280054265|900075936|CELLSTAR CHILE S.A. PROMOCIONES
260054265|900075937|CELLSTAR CHILE S.A. PROMOCIONES
240054265|900075938|CELLSTAR CHILE S.A. PROMOCIONES
230054265|900075939|CELLSTAR CHILE S.A. PROMOCIONES
500056705|900075940|V Y C DIS. DE PREND. DE VESTIR LTDA
600056705|900075941|V Y C DIS. DE PREND. DE VESTIR LTDA
220045401|900075942|COM DE PROD DE ILUMINACION ILU MINA LTDA
300054916|900075943|SOCIEDAD ACL MAQUINARIAS LIMIT ADA
220057530|900075944|SOC COM DE CUADROS Y ART DE RE GALO LTD
500058336|900075945|GTD TELEDUCTOS S.A.
300142960|900075946|FREUDENBERG PRODUCTOS DEL HOGA R LTDA
690055969|900075947|HIDROTECNICA LTDA.
260057298|900075948|MINERIA  SERVICIOS SPA
280055329|900075949|DRAGER CHILE LIMITADA
260055329|900075950|DRAGER CHILE LIMITADA
240055329|900075951|DRAGER CHILE LIMITADA
220055329|900075952|DRAGER CHILE LIMITADA
190056416|900075953|KUEHNE NAGEL LIMITADA
520056416|900075954|KUEHNE NAGEL LIMITADA
530056416|900075955|KUEHNE NAGEL LIMITADA
600056416|900075956|KUEHNE NAGEL LIMITADA
610056416|900075957|KUEHNE NAGEL LIMITADA
620056416|900075958|KUEHNE NAGEL LIMITADA
660056416|900075959|KUEHNE NAGEL LIMITADA
300057070|900075960|COCA-COLA EMBONOR S.A
820054273|900075961|CARLOS PAEZ IMP Y COM DE ARTS NAVALES E
690057077|900075962|DIST. Y EXCELENCIA S.A.
680056416|900075963|KUEHNE NAGEL LIMITADA
690056416|900075964|KUEHNE NAGEL LIMITADA
710056416|900075965|KUEHNE NAGEL LIMITADA
720056416|900075966|KUEHNE NAGEL LIMITADA
730056416|900075967|KUEHNE NAGEL LIMITADA
740056416|900075968|KUEHNE NAGEL LIMITADA
750056416|900075969|KUEHNE NAGEL LIMITADA
001057078|900075970|VESTUARIOS INDUSTRIALES S.A.
220056023|900075971|SOCIEDAD INDUSTRIAL JORRATT Y ZAMORA SA
520057086|900075972|FABRICACIONES LOS EGIPCIOS LTD A
770056416|900075973|KUEHNE NAGEL LIMITADA
780056416|900075974|KUEHNE NAGEL LIMITADA
800056416|900075975|KUEHNE NAGEL LIMITADA
810056416|900075976|KUEHNE NAGEL LIMITADA
820056416|900075977|KUEHNE NAGEL LIMITADA
710358000|900075978|SEMILLAS GENERACION 2000 LTDA.
600051694|900075979|PUENTE ALTO INGENIERIA Y SERVI CIOS S.A
240057092|900075980|WELMEK CHILE SPA
783000077|900077561|IMP Y EXP AQUATITE CHILE SPA
190141710|900077769|MAYORDENT DENTAL LIMITADA
733000190|900078287|SUB DEL MINISTERIO DE EDU PUBL
610162910|900078288|EDITORIAL OCEANO DE CHILE S.A.
280056841|900078441|BPH S.A.
003000311|900083324|SUB DEL MINISTERIO DE EDUCACION PUBLICA
003000312|900083325|SUB DEL MINISTERIO DE EDUCACION PUBLICA
750052767|900077518|BIOHYDRO.CL S.A.C.
770052767|900077519|BIOHYDRO.CL S.A.C.
780052767|900077520|BIOHYDRO.CL S.A.C.
800052767|900077521|BIOHYDRO.CL S.A.C.
810052767|900077522|BIOHYDRO.CL S.A.C.
820052767|900077523|BIOHYDRO.CL S.A.C.
750055760|900077566|DESARROLLOS ALIMENTICIOS S.A
623000121|900077567|COM CHILEVITIS CURICO SPA
003000122|900077568|LONCOTEC SA
783000123|900077569|DIST CAMBUR PINTON SPA
293000170|900077804|LOGISTICA LEROL LTDA
753000170|900077805|LOGISTICA LEROL LTDA
290057784|900078114|FUNDACION CHILE
653000190|900078173|SUB DEL MINISTERIO DE EDU PUBL
503000601|900084738|TEUS VIATGES SPA
230052428|900084739|LIBERTY COMPANIA DE SEGUROS GE NERALES
770049884|900077489|INDUSTRIA DE PLASTICOS ANDES DRIP LTDA
780049884|900077490|INDUSTRIA DE PLASTICOS ANDES DRIP LTDA
800049884|900077491|INDUSTRIA DE PLASTICOS ANDES DRIP LTDA
810049884|900077492|INDUSTRIA DE PLASTICOS ANDES DRIP LTDA
003000124|900077571|RUKAN ING Y CONST SPA
653000063|900077737|REALE CHILE SEGUROS GENERALES
243000159|900077738|CENTRO MEDI Y DIAG ATACAMA SPA
001057096|900075982|MUNDO FUTURO S.A.
730051308|900075983|COMERCIALIZADORA REPUESTOS EXPRESS LTDA
200131980|900075984|SOLDADURAS SOLTEC SPA
001056334|900075985|PACIFICO CABLE SPA
660054494|900075986|HDI SEGUROS S.A.
710055830|900075987|VICSA SAFETY COMERCIAL LTDA
001056707|900075988|SERV DE TRANSP Y LOGISTICA NAC IONAL E 
680056724|900075990|YASNA CABEZAS LEIVA SEGURIDAD IND EM IN
260056037|900075992|CORP TECNICA DE FLUIDOS SA
750054542|900075993|REP IMPORT EXPORT Y COMER REYN OLDS LTDA
730046093|900075994|PRODUCTOS Y SERVICIOS COMPUTAC IONALES L
001057079|900075996|ALTA TECNOLOGIA VETERINARIA SA
001057083|900075997|NAUHEN SPA
240056023|900075998|SOCIEDAD INDUSTRIAL JORRATT Y ZAMORA SA
750056023|900075999|SOCIEDAD INDUSTRIAL JORRATT Y ZAMORA SA
780056348|900076000|INST. NACIONAL DEL CANCER
300051661|900076001|COMERCIAL LEGUER S.A.
800053352|900076002|PARAISO DEL SUR EXPORTADORA S. A.
520051791|900076003|APL LOGISTICS CHILE S A
600056349|900076004|COM DE ART DE PROTECCION Y SEG URIDAD IN
530152630|900076005|COMERCIALIZADORA PE SOLUC. IN DUSTRIALES
730055001|900076006|COMERCIAL HOFFMANN S.A.
220954538|900076007|CNB-LABORATORIO SANDERSON S.A.
730954487|900076008|CNB-DIFEM LABORATORIOS
730057102|900076009|SERV DE VIVIENDA Y URBANIZACIO N REGION
730046180|900076010|ZIEMAX EDICIONES LTDA
730140660|900076011|AUTOADHESIVOS P Y R LTDA
280780600|900076012|SOC IMP EXP Y DIST ARTICULOS E INSUMOS C
280152390|900076013|TRANSWORLD LIMITADA
220053689|900076014|CORTINAJE RICARDO REIMANN EIRL
710052024|900076015|EDICIONES SM CHILE S A
650055760|900076016|DESARROLLOS ALIMENTICIOS S.A
260042128|900076017|COOLTECHNOLOGY LIMITADA
220100190|900076018|COAGRA S.A.
750056349|900076019|COM DE ART DE PROTECCION Y SEG URIDAD IN
240051791|900076020|APL LOGISTICS CHILE S A
300487300|900076023|CENTRO VETERINARIO Y AGRICOLA LTDA.
220057046|900076024|ESPINOZA HERMANOS LTDA
260054858|900076025|PROYECCION DE IDEAS RAPALLO LT DA
530654700|900076028|LIQUI MOLY CHILE COMERCIAL LTD A.
800051907|900076029|GRANJA MARINA TORNAGALEONES SA
690146730|900076030|GOLDENFROST S A
770053283|900076031|CAVAS REUNIDAS S.A.
650908800|900076032|SOC APICOLA Y CIA COLMENARES GASSON LTDA
500051227|900076033|COMERCIALIZADORA E INV BELT CHILE LTDA
290057100|900076034|NVERSIONES SEROMIN CHILE SPA
260056287|900076035|SOC VINICOLA MIGUEL TORRES SA
650022089|900076036|COCA-COLA EMBONOR S.A
200142880|900076042|GEMCO GENERAL MACHINERY S.A
001057028|900076043|MEDINOVA LTDA
620051588|900076044|COMERCIAL LEGUER S.A.
620054942|900076045|CTA DIPS GUIA COSTO 0 SOLIC QUERIES
260487300|900076046|CENTRO VETERINARIO Y AGRICOLA LTDA.
001056401|900076047|ALKIMIA COMUNICACIONES ESTRATE GICAS LI
730049384|900076050|FOODGROUP S.A.
001056997|900076052|AIRON ING Y CONTROL AMBIENTAL S A
500056460|900076053|SAAM. S.A.
001056386|900076054|F.O. ALIMENTOS SPA
001056413|900076057|SOC DE INVERC, COMERC E IMPORT CR SPA
220056414|900076058|RPS SISTEMAS DE AGUA SPA
650056434|900076059|CAVAS BOUTIQUE DEL MAULE SPA
300056376|900076063|KYC SEAFOODS LIMITADA
610051750|900076064|PROD E INSUMOS BIOTECNOLOGICOS SA
280052923|900076065|INGENIERIA EN SANITIZACION S.A .
720056335|900076066|IMP. Y EXP. ESTADO LIMITADA
300053957|900076071|NOVOSALUD SPA.
290048110|900076074|ARRIGONI MONTAJES S.A
290041735|900076085|VISIBILITY SA
001057062|900076086|SOCIEDAD AS GROUP SPA
660057066|900076087|NETVOISS
500057068|900076088|INVERSIONES Y COMERCIAL DULFIN OS SPA
260056428|900076090|SOCIEDAD COMERCIAL DENTAL HOUS E LTDA
680056446|900076091|CAROLINA A MORA LOPEZ SERV COM PUTACION
001056393|900076094|FARMACIAS AHUMADA S.A.
300057072|900076103|COCA-COLA EMBONOR S.A
001057077|900076104|DIST. Y EXCELENCIA S.A.
220056966|900076105|CONFECCIONES NAZAL LTDA.
290056426|900076107|C Y J SERVICIOS, ASESORIAS Y C ONSULTORI
220142880|900076117|GEMCO GENERAL MACHINERY S.A
780054105|900076118|COMERCIAL MAYCAM SPA
780055092|900076119|HGV TELECOMUNICACIONES LTDA
500056462|900076121|SAAM. S.A.
500056474|900076122|SAAM. S.A.
610054242|900076124|COMERCIAL LA CASERITA LIMITADA
500053312|900076125|REMOLCADORES TOCOPILLA LIMITADA
500056417|900076126|KUEHNE NAGEL LIMITADA
500056416|900076127|KUEHNE NAGEL LIMITADA
240142880|900076128|GEMCO GENERAL MACHINERY S.A
520644200|900076129|ENERGIAS INDUSTRIALES S.A.
650140250|900076130|FARMACEUTICA INSUVAL S.A.
690056539|900076131|SERVICIOS DE SEGURIDAD PRIVADA SPA
220056558|900076132|MONTAJES ELECTRICOS Y CONSTRUC CION LTDA
680055319|900076134|CENT DE DIST DE PROD FARMACEUT ICOS LTDA
650056417|900076135|KUEHNE NAGEL LIMITADA
650056416|900076136|KUEHNE NAGEL LIMITADA
240155480|900076137|ETHON PHARMACEUTICALS SPA
240055826|900076138|GUSTAVO ROJAS IMP AUTOM REP Y CIA LTDA
690055444|900076139|COMERCIALIZADORA GOLDEN BOOK L TDA
220057047|900076140|STS INGENIERIA SPA
001057048|900076141|TOP GIFT IMPORTADORA CHILE SA
260056893|900076142|THOR INGENIERIA EN AHORRO DE N EUMATICOS
280056508|900076143|DCV COMPUTACION LIMITADA
680056407|900076144|EXPORTADORA E IMPORTADORA JUHI NEJ LTDA
720056452|900076148|FARMACEUTICA NOVASUR LIMITADA
650055252|900076153|COM IMPORT Y EXPORT PROCEED IN TERN LTDA
290055092|900076154|HGV TELECOMUNICACIONES LTDA
300854500|900076155|LABORATORIO EMPROQUIM SPA
240057081|900076156|VECCHIOLA TRANSP Y GRUAS
001057014|900076157|COMERCIAL ROSSELOT LIMITADA
001057103|900076158|SERVICIO NACIONAL DE PESCA Y A CUICULTU
620056357|900076159|ETHON PHARMACEUTICALS SPA
300056417|900076160|KUEHNE NAGEL LIMITADA
290056417|900076161|KUEHNE NAGEL LIMITADA
280056417|900076162|KUEHNE NAGEL LIMITADA
260056417|900076163|KUEHNE NAGEL LIMITADA
240056417|900076164|KUEHNE NAGEL LIMITADA
230056417|900076165|KUEHNE NAGEL LIMITADA
001056622|900076168|PERFORMANCE PARTS IMPORT EDO A LVAYAY O
770055252|900076171|COM IMPORT Y EXPORT PROCEED IN TERN LTDA
530026486|900076172|AUTOMOTRIZ CORDILLERA S.A.
770018119|900076173|HELA SPICE LATAM S.A.
800514100|900076174|NGS S.A.
001417000|900076175|SERVICIO AGRICOLA Y GANADERO
800025936|900076176|COVEPA SPA
001057090|900076178|SOLUCIONES ANALITICAS SPA
001057105|900076179|COMERCIAL MUNDO LCV LTDA
730055252|900076180|COM IMPORT Y EXPORT PROCEED IN TERN LTDA
500165510|900076181|VESUVIO COMERCIAL Y TEXTIL CHI LE LTDA
730165510|900076182|VESUVIO COMERCIAL Y TEXTIL CHI LE LTDA
300056354|900076183|INGENIERIA CALDERON Y FUENTES LTDA
290056354|900076184|INGENIERIA CALDERON Y FUENTES LTDA
260056354|900076185|INGENIERIA CALDERON Y FUENTES LTDA
240056354|900076186|INGENIERIA CALDERON Y FUENTES LTDA
220056354|900076187|INGENIERIA CALDERON Y FUENTES LTDA
200056023|900076189|SOCIEDAD INDUSTRIAL JORRATT Y ZAMORA SA
610056023|900076190|SOCIEDAD INDUSTRIAL JORRATT Y ZAMORA SA
290056454|900076191|COM CHINA ESTRELLA DORADA LTDA
220056417|900076192|KUEHNE NAGEL LIMITADA
200056417|900076193|KUEHNE NAGEL LIMITADA
190056417|900076194|KUEHNE NAGEL LIMITADA
520056417|900076195|KUEHNE NAGEL LIMITADA
530056417|900076196|KUEHNE NAGEL LIMITADA
600056417|900076197|KUEHNE NAGEL LIMITADA
610056417|900076198|KUEHNE NAGEL LIMITADA
680056601|900076199|ARENEX S.A.
001056927|900076201|SHERWIN WILLIAMS CHILE DOM COM ER
720954601|900076202|CNB-ACRUX LABS S.A
750051580|900076203|XYLEM WATER SOLUTIONS CHILE SA
290056396|900076205|DIRECCION GENERAL DE AERONAUTI CA CIVIL
500056463|900076206|SAAM
500056476|900076207|SAAM. S.A.
690056354|900076208|INGENIERIA CALDERON Y FUENTES LTDA
710056354|900076209|INGENIERIA CALDERON Y FUENTES LTDA
780056354|900076210|INGENIERIA CALDERON Y FUENTES LTDA
810165990|900076211|REUTTER S A
500057085|900076213|LATTY CHILE SPA
280056311|900076214|IMPORT. Y COMERCIALIZADORA RE- MED LTDA
500056464|900076216|SAAM. S.A.
710056456|900076218|SOC. IMPORTADORA Y COMERCIALIZ ADORA IND
500056466|900076219|SAAM. S.A.
620056417|900076220|KUEHNE NAGEL LIMITADA
660056417|900076221|KUEHNE NAGEL LIMITADA
680056417|900076222|KUEHNE NAGEL LIMITADA
690056417|900076223|KUEHNE NAGEL LIMITADA
720056417|900076224|KUEHNE NAGEL LIMITADA
730056417|900076225|KUEHNE NAGEL LIMITADA
740056417|900076226|KUEHNE NAGEL LIMITADA
770174180|900076228|ARGENTA LTDA.
520057041|900076229|TRANSARELLANO LTDA.
001057051|900076230|MULTINEGOCIOS SPA
500056471|900076232|SAAM. S.A.
770056417|900076234|KUEHNE NAGEL LIMITADA
780056417|900076235|KUEHNE NAGEL LIMITADA
800056417|900076236|KUEHNE NAGEL LIMITADA
810056417|900076237|KUEHNE NAGEL LIMITADA
820056417|900076238|KUEHNE NAGEL LIMITADA
300056416|900076239|KUEHNE NAGEL LIMITADA
290056416|900076240|KUEHNE NAGEL LIMITADA
001057059|900076242|DISTRIBUIDORA ENTRE CUATRO LTD A.
280056416|900076244|KUEHNE NAGEL LIMITADA
240052923|900076245|INGENIERIA EN SANITIZACION S.A .
260056416|900076246|KUEHNE NAGEL LIMITADA
240056416|900076247|KUEHNE NAGEL LIMITADA
230056416|900076248|KUEHNE NAGEL LIMITADA
220056416|900076249|KUEHNE NAGEL LIMITADA
200056416|900076250|KUEHNE NAGEL LIMITADA
220487500|900076252|DEMARKA S.A.
200165940|900076257| WURTH CHILE LTDA.
300056414|900076258|RPS SISTEMAS DE AGUA SPA
260056767|900076259|DISENOS ASESORIAS E INV ROKUM LTDA
730056767|900076260|DISENOS ASESORIAS E INV ROKUM LTDA
280056767|900076261|DISENOS ASESORIAS E INV ROKUM LTDA
530171140|900076262|AGRO PUELMA LTDA.
730056447|900076263|SERVICIOS Y REPUESTOS A LA CAR TA LTDA
750056417|900076265|KUEHNE NAGEL LIMITADA
710056417|900076266|KUEHNE NAGEL LIMITADA
500056470|900076267|SAAM. S.A.
530528400|900076268|DISAL CHILE SANITARIOS PO
500056467|900076270|SAAM. S.A.
500056473|900076271|SAAM. S.A.
290052558|900077890|COMERCIAL KAYSER LTDA
780251430|900077891|VIGAFLOW S.A.
003000237|900078174|COMERCIALIZADORA BERCO LTDA
823000170|900077822|LOGISTICA LEROL LTDA
680051709|900077823|IMPORTADORA MASSMANN LIMITADA
713000170|900077824|LOGISTICA LEROL LTDA
723000170|900077825|LOGISTICA LEROL LTDA
733000170|900077826|LOGISTICA LEROL LTDA
743000170|900077827|LOGISTICA LEROL LTDA
773000170|900077828|LOGISTICA LEROL LTDA
803000170|900077829|LOGISTICA LEROL LTDA
813000170|900077830|LOGISTICA LEROL LTDA
003000178|900077854|PARQUES DE CHILE SPA
753000180|900077862|PUERTAS FORTALEZA SPA
743000214|900078060|SOC COM PATAGONIA SWEET LTDA
680103750|900078350|LOREAL CHILE S.A.
753000253|900078351|PROENVAPET SPA
260058290|900078352|COMERCIAL 3OR SPA
240054242|900078417|COMERCIAL LA CASERITA LIMITADA
003000276|900078430|TRANSLOGIC SA MAGENS
003000277|900078431|TODO STORE SA
650056841|900078432|BPH S.A.
740056841|900078433|BPH S.A.
260954672|900078434|CNB-ENDOTEC S.A.
650005019|900078435|ANSON TRADING S.A.
001056419|900076274|JUAN MANUEL AZCORBEBEITIA LTDA
500056461|900076278|SAAM. S.A.
500056472|900076279|SAAM. S.A.
260140520|900076280|VERDEJO Y VERDEJO LTDA.
530055551|900076281|INVERSIONES MONTIOLIVA SPA
530121520|900076282|RECTIFICACIONES ACONCAGUA LTDA .
290056427|900076285|FYS CAPACITACION EMERGENCY Y C IA LTDA
001056406|900076288|COMERCIALIZADORA DP TRADING LI MITADA
001056416|900076289|KUEHNE NAGEL LIMITADA
230045894|900076291|SOC.COMER.Y DIST.LIBERONA S.A.
300056552|900076292|CLAUDIO ARAYA PEREZ DIST. Y CO M. CAP E
690056455|900076295|RHEKO
600012783|900076296|IMAHE S.A.
001056417|900076300|KUEHNE NAGEL LIMITADA
500056465|900076304|SAAM. S.A.
500056475|900076305|SAAM. S.A.
001056749|900076306|AMPERSAND SPA
500056459|900076307|SAAM. S.A.
001056385|900076308|GESTION Y SERV LUIS FELIPE GAL VEZ CAST
680161970|900076309|BOUTIQUES  CORNERS S.A.
001056776|900076312|ROG-SUPPLY CHAIN SPA
001056887|900076313|PROMOCIONES Y MARKETING S.A.
220056084|900076315|COM Y LAB ECOGESTION AMBIENTAL LTDA.
200056084|900076316|COM Y LAB ECOGESTION AMBIENTAL LTDA
500056468|900076317|SAAM. S.A.
500056477|900076318|SAAM. S.A.
500056469|900076321|SAAM. S.A.
001056387|900076322|LEVTEC CHILE LTDA.
600162210|900076325|SERGIO ESCOBAR Y CIA LTDA.
001056226|900076326|COMERCIAL LOS MISTERIOS LTDA
230056415|900076327|DEMARCACION VIAL Y OBRAS CIVIL ES OPRO L
200055367|900076328|SUBSECRETARIA DE SERVICIOS SOC IALES
530054622|900076329|ORDONEZ Y RIONES SERV INTEGRAL ES LTDA
530049583|900076330|OSORIO HNOS Y CIA. LTDA.
530130310|900076331|PARQUES DE CHILE S.A.
530121510|900076332|RAMON PATRICIO LETELIER
001056412|900076333|ASCEND LABORATORIES SPA
750055370|900076335|MEDIVEN SPA
220051308|900076336|COMERCIALIZADORA REPUESTOS EXPRESS LTDA
530900800|900076337|COLBUN S.A.
